,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間
,,,,,,,,multiplier,"250+25*SLv+Math.min(stack[0],1)*250+stack[0]*25+Math.min(stack[1],1)*250+stack[1]*25+$BDEX",,,,,,,
,,,,,,,,stack_id,"0,1",,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,extra,physical_pierce,5*SLv,,,,,,,
,,,,,,-,extra,critical_rate,10*SLv,,,,,,,
,,,,,,-,list,text,迴旋鏢III最大飛行距離為10m、會追蹤目標、撞到牆壁不會消失。,,,,,,,
,,,,,,,,,,,,,,,,
3,N龍牙擊,預設,旋風槍,,,-,text,text,對目標施展尼諾式龍牙擊，如同通常的龍牙擊一般躍向目標造成兩次傷害後，返回原先位置。,,500 ,main,瞬發,,一般,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,尼諾式龍牙擊,,,,,,,
,,,,,,,,skill,龍牙擊,,,,,,,
,,,,,,-,tips,text,與原版龍牙擊不同的是，此技能射程跟隨武器(即通常為3.5m)。,,,,,,,
,,,,,,-,list,text,習得龍牙擊後可提高此技能威力。,,,,,,,
,,,,,,,,skill,龍牙擊,,,,,,,
,,,,,,-,stack,name,龍牙擊技能等級,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,10,,,,,,,
,,,,,,,,id,0,,,,,,,
,,,,,,,,value,getSkillLevel('0-5-4'),,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,name,尼諾式龍牙擊（第一擊）,,,,,,,
,,,,,,,,constant,0,,,,,,,
,,,,,,,,multiplier,75*SLv,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,-,extra,physical_pierce,10*SLv,,,,,,,
,,,,,,-,damage,name,尼諾式龍牙擊（第二擊）,,,,,,,
,,,,,,,,constant,0,,,,,,,
,,,,,,,,multiplier,75*stack,,,,,,,
,,,,,,,,stack_id,0,,,,,,,
,,,,,,-,extra,physical_pierce,10*SLv,,,,,,,
,,,,,,-,next,condition,下一個攻擊技能,,,,,,,
,,,,,,,,physical_pierce,2*SLv,,,,,,,
,,,,,,-,tips,text,非攻擊技能不會消耗掉狀態。,,,,,,,
4,療傷射擊,預設,弓,,,-,text,text,消耗自身${25-2*SLv}%HP（最低消耗100），向16m內且距離最遠的隊友發射直線方向的!B[回復箭]。,,0 ,-,瞬發,不可放入連擊的第一招,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,list,text,回復箭為範圍效果，箭射程上的所有隊友均可獲得增益，有效範圍為：以自身為中心畫半徑2m的圓，然後向目標方向延伸至16m距離。,,,,,,,
,,,,,,1,heal,name,回復箭,,,,,,,
,,,,,,,,type,hp,,,,,,,
,,,,,,,,duration,10,,,,,,,
,,,,,,,,cycle,2,,,,,,,
,,,,,,,,frequency,5,,,,,,,
,,,,,,,,constant,50*SLv,,,,,,,
,,,,,,,,extra_text,受影響目標的最大HP,,,,,,,
,,,,,,,,extra_value,0.01*Math.floor((SLv+2)/3),,,,,,,
,,,,,,-,list,text,（未確認）對於傭兵、寵物，此技能無法給予持續回復狀態，僅能造成單次回復。,,,,,,,
4,,非預設,弩,,,1,heal,duration,5,,,,,,,
,,,,,,,,cycle,1,,,,,,,
5,磨箭,預設,弓,,,-,text,text,強化下![1]次的一般攻擊。,,100 ,,瞬發,可以放入連擊,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,effect,name,磨箭,,,,,,,
,,,,,,,,condition,下一次一般攻擊,,,,,,,
,,,,,,,,physical_pierce,"Math.max(SLv,$BSTR*0.02*SLv)",,,,,,,
,,,,,,,,critical_damage,"Math.max(SLv,$BDEX*0.04*SLv)",%,,,,,,
,,,,,,,,motion_speed,"Math.max(SLv,$BAGI*0.01*SLv)",%,,,,,,
,,,,,,,,action_frame,35~35,,,,,,,
,,,,,,-,reference,url_text,Phantom Library測試,,,,,,,
,,,,,,,,url,https://docs.google.com/document/d/12NxC3bVWFotQh7XZgtqBRFo87SQzNtE--UvyQxMJoLc,,,,,,,
5,,非預設,弩,,,,,,,,,,,,,
6,生存本能,預設,弓,,,-,text,text,隊伍中有成員死亡時，自身發動![生存本能]效果。,,,,被動,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,list,text,玩家與寵物可發動此技能，但傭兵不行。,,,,,,,
,,,,,,-,effect,condition,當隊伍成員體力耗盡倒地時,,,,,,,
,,,,,,,,duration,20,,,,,,,
,,,,,,,,max_hp,500*SLv,,,,,,,
,,,,,,,,max_hp,SLv,%,,,,,,
,,,,,,-,extra,condition,獲得狀態時,,,,,,,
,,,,,,,,caption,回復與HP上限提升量相同的HP,,,,,,,
,,,,,,-,extra,condition,受到百分比傷害時,,,,,,,
,,,,,,,,caption,減輕${Math.floor(2.5*SLv)}%傷害。,,,,,,,
,,,,,,-,list,text,諸如無悔殺意、變時神術等特殊的死亡方式將無法觸發此技能效果。,,,,,,,
6,,非預設,弩,,,,,,,,,,,,,
7,前線維持,預設,,,,-,text,text,發動後獲得!B[前線維持]狀態，對目標造成仇恨同時提升恨意值%。,,100 ,,瞬發,可以放入連擊,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,name,除自身外，未被鎖定的隊員人數,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,3,,,,,,,
,,,,,,,,default,3,,,,,,,
,,,,,,-,tips,text,傭兵、寵物、NPC不計入人數。,,,,,,,
,,,,,,-,effect,name,前線維持,,,,,,,
,,,,,,,,duration,60,,,,,,,
,,,,,,,,physical_barrier,100*SLv*stack,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,aggro,2*SLv,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,extra,caption,對所有敵人額外造成大約${100+15*SLv}的固定仇恨值。,,,,,,,
,,,,,,-,list,text,重複施放此技能時，需等待屏障冷卻時間經過，才能重新獲得屏障值。,,,,,,,
,,,,,,-,list,text,此技能仇恨判定屬於群體BUFF型，對於尚未造成初次仇恨的目標亦能建立仇恨。,,,,,,,
8,前線維持II,預設,,,,-,passive,max_hp,10*(SLv*10+CLv),,,,被動,,,
,,,,,,-,extra,caption,使前線維持發動時，同時獲得魔法屏障，屏障數值與物理屏障相同。,,,,,,,
,,,,,,-,tips,text,此技能數據與角色等級有關，注意調整下方選項內的角色等級以得到正確數值。,,,,,,,
7,1,死靈法術,,,,,,,,,,,,,,
0,掘墓人,預設,法杖,,,-,text,text,在自身當前位置上放置半徑3m的墓地，處於墓地內可累計死靈疊加。,,100 ,,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"墓地,死靈疊加",,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,99,,,,,,,
,,,,,,,,name,死靈疊加,,,,,,,
,,,,,,,,default,1,,,,,,,
,,,,,,1,effect,name,墓地,,,,,,,
,,,,,,,,is_place,1,,,,,,,
,,,,,,,,type,self,,,,,,,
,,,,,,,,condition,在墓地範圍內時,,,,,,,
,,,,,,,,attack_mp_recovery,(SLv/10)*stack,%,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,ailment_resistance,(SLv/20)*stack,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,extra,condition,在墓地範圍內時,,,,,,,
,,,,,,,,caption,每${1}秒累積一層死靈疊加。,,,,,,,
,,,,,,-,extra,condition,離開墓地範圍時,,,,,,,
,,,,,,,,caption,每${20}秒損失一層死靈疊加。,,,,,,,
,,,,,,-,list,text,墓地範圍可被優質產具技能擴大，不過顯示的特效大小不會變。,,,,,,,
,,,,,,,,skill,優質產具,,,,,,,
,,,,,,-,list,text,此技能的異常抗性與通常的異常抗性不疊加，分開判定。,,,,,,,
,,,,,,,,,,,,,,,,
0,,非預設,,,,1,effect,caption,每${11-SLv}秒累積一層死靈疊加。,,,,,,,
,,,,,,,,ailment_resistance,,,,,,,,
,,,,,,,,attack_mp_recovery,,%,,,,,,
1,幻靈飛彈,預設,法杖,,,-,text,text,消耗死靈疊加(最多10層)發射幻靈飛彈，死靈疊加消耗越多則發射次數越多，且每發飛彈暴擊時，後續飛彈的傷害會提升。,,500 ,12 ,須詠唱,可以放入連擊,,0.5
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"死靈疊加,幻靈飛彈",,,,,,,
,,,,,,-,stack,id,0,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,name,消耗死靈疊加,,,,,,,
,,,,,,,,default,10,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,constant,500,,,,,,,
,,,,,,,,multiplier,100,,,,,,,
,,,,,,,,stack_id,0,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,frequency,stack,,,,,,,
,,,,,,,,cycle,1,,,,,,,
,,,,,,,,duration,stack-1,,,,,,,
,,,,,,,,is_place,1,,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,damage_stat,id,magic_crt,,,,,,,
,,,,,,,,override_id,critical_rate,,,,,,,
,,,,,,-,extra,caption,暴擊後下一次倍率提升${SLv*10}，故滿級全暴擊總倍率為5500。,,,,,,,
,,,,,,-,list,text,此技能為魔法傷害，使用魔法暴擊傷害、魔法穩定，唯暴擊率依物理暴擊率計算。,,,,,,,
,,,,,,,,mark,物理暴擊率,,,,,,,
2,盜血,預設,法杖,,,-,effect,name,盜血,,400 ,main,瞬發,可以放入連擊,,
,,,,,,,,duration,12*SLv,,,,,,,
,,,,,,,,ailment_name,膽怯,,,,,,,
,,,,,,,,ailment_chance,20*($BVIT/50),,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,,,type,target,,,,,,,
,,,,,,,,end_condition,直到技能時間結束或目標死亡,,,,,,,
,,,,,,,,caption,自身對目標造成的所有傷害都會獲得吸血效果，但也會將敵人的狀態異常一同吸收。,,,,,,,
,,,,,,-,extra,caption,吸血量為傷害值的10%。,,,,,,,
,,,,,,-,extra,caption,有((20*FLOOR[基礎VIT/50])的機率附加#[膽怯]。,,,,,,,
,,,,,,-,extra,caption,異常狀態吸收機率為?%。,,,,,,,
,,,,,,-,list,text,施放後與目標之間會有紅線連接作為提示。,,,,,,,
,,,,,,-,list,text,若與目標距離大於等於8m時，狀態剩餘時間會立即除以10，不過若再回到8m內，則剩餘時間又會乘以10回去。,,,,,,,
,,,,,,-,list,text,「吸收敵人的狀態異常」似乎是指使用帶有異常的技能攻擊敵人時，會使附加的異常轉到自身。,,,,,,,
,,,,,,-,tips,text,惡魔的攻擊無法吸血。,,,,,,,
3,靈力流彈,預設,法杖,,,-,text,text,發射靈力流彈，依據當前MP量，可以消耗相應的死靈疊加來強化技能威力與MP回復量。,,900 ,12 ,須詠唱,可以放入連擊,,1.5
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,list,text,此技能最多可消耗(([自身最大MP-自身當前MP]÷100))的死靈疊加，在此技能消費MP之後計算。,,,,,,,
,,,,,,-,stack,id,0,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,20,,,,,,,
,,,,,,,,name,消耗死靈疊加,,,,,,,
,,,,,,,,default,14,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,constant,450+SLv*45,,,,,,,
,,,,,,,,multiplier,75*stack+SLv*100+$BINT,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,stack_id,0,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,,,,,,,,
,,,,,,,,ailment_name,乏力,,,,,,,
,,,,,,,,ailment_chance,"Math.min(10*stack,100)",,,,,,,
,,,,,,-,extra,caption,回復${stack*100}MP,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,list,text,此技能回復之MP無法修補!S[法術結界]的耐久度。,,,,,,,
,,,,,,-,list,text,技能還在測試中，部分公式尚為預測、有誤差。,,,,,,,
4,骸骨召喚,預設,,,,-,text,text,消耗3死靈疊加召喚骷髏士兵(同時最多存在3隻)，骷髏進行近距離攻擊，受到範圍傷害後爆炸消失。,,0 ,-,瞬發,不可放入連擊的第一招,一般,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"死靈疊加,骷髏",,,,,,,
,,,,,,-,damage,name,近戰攻擊,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,constant,0,,,,,,,
,,,,,,,,multiplier,10*SLv,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,combo_rate,none,,,,,,,
,,,,,,,,element,against,,,,,,,
,,,,,,-,base,type,both,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,,,proration,none,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,damage,name,自爆,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,constant,$STR+$INT,,,,,,,
,,,,,,,,multiplier,100*SLv,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,1+Math.floor((SLv-1)/3)*0.5,,,,,,,
,,,,,,,,end_position,self,,,,,,,
,,,,,,,,element,against,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,combo_rate,none,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,
,,,,,,-,base,type,both,,,,,,,
,,,,,,-,list,text,召喚的骷髏會從掘墓人的墓地中心位置生成；若與玩家距離超過5m，會向玩家移動；若距離超過20m，會瞬移至玩家身邊。,,,,,,,
,,,,,,,,skill,掘墓人,,,,,,,
,,,,,,-,list,text,此技能不適用連擊加成，但可以正常適用無之架勢。,,,,,,,
,,,,,,-,list,text,由[收穫]召喚而來的骷髏取決於場上骷髏類型，若使用無之架勢召喚，則皆適用無之架勢。若場上無骷髏，則默認適用無之架勢。,,,,,,,
,,,,,,,,mark,收穫、無之架勢,,,,,,,
5,惡魔召喚,預設,,,,-,text,text,消耗自身當前的全部MP，召喚一隻惡魔協同攻擊。惡魔攻擊時自身需消耗一定HP，若HP不足以支付自身將死亡。,,100 ,8 ,須詠唱,無法放入連擊,一般,2
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,tips,text,消耗MP的詳細說明,,,,,,,
,,,,,,,,icon,potum,,,,,,,
,,,,,,-,group,size,1,,,,,,,
,,,,,,-,list,text,要釋放此技能，當前MP值至少要高於![100]。,,,,,,,
,,,,,,,,mark,實際消耗,,,,,,,
,,,,,,-,list,text,以格數為單位消耗，不滿1格(不足100)的部分不會消耗。,,,,,,,
,,,,,,-,list,text,"消耗MP上限為![2000],可通過修羅氣場等技能增加此上限。",,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,20,,,,,,,
,,,,,,,,default,20,,,,,,,
,,,,,,,,name,消耗MP（格數）,,,,,,,
,,,,,,-,list,text,一支隊伍同時只能存在一隻惡魔，後召喚者無效。,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,-,list,text,惡魔大約每2秒攻擊一次。,,,,,,,
,,,,,,-,list,text,消耗MP影響惡魔發出光束的機率，光束的基礎機率為：${5+stack}%。,,,,,,,
,,,,,,-,list,text,每使用一次爪擊，光束機率翻倍(不超過100%)；每發出一次光束，光束機率減半。,,,,,,,
,,,,,,-,tips,text,滿MP召喚時，第三次攻擊必定是光束。,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,
,,,,,,-,damage,name,爪擊,,,,,,,
,,,,,,,,constant,stack*50,,,,,,,
,,,,,,,,multiplier,100+5*stack,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,combo_rate,0,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,
,,,,,,-,base,type,custom,,,,,,,
,,,,,,,,title,有效(ATK+MATK),,,,,,,
,,,,,,,,caption,[角色ATK+角色MATK+等級差]×(100-目標物理抗性)%-DEF。,,,,,,,
,,,,,,,,atk_rate,100,,,,,,,
,,,,,,,,matk_rate,100,,,,,,,
,,,,,,-,extra,caption,使用此攻擊，消耗最大HP的3%(最少300)。,,,,,,,
,,,,,,-,extra,caption,此傷害視為普通攻擊，可享受各種一般攻擊傷害提升的效果，但不會觸發攻擊MP回復。,,,,,,,
,,,,,,-,space,#,,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,
,,,,,,-,damage,name,光束,,,,,,,
,,,,,,,,constant,stack*100,,,,,,,
,,,,,,,,multiplier,200+90*stack,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,combo_rate,0,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,
,,,,,,-,base,type,custom,,,,,,,
,,,,,,,,title,有效(ATK+MATK),,,,,,,
,,,,,,,,caption,[角色ATK+角色MATK+等級差]×(100-目標物理抗性)%-DEF。,,,,,,,
,,,,,,,,atk_rate,100,,,,,,,
,,,,,,,,matk_rate,100,,,,,,,
,,,,,,-,extra,caption,使用此攻擊，消耗最大HP的12%(最少1200)。,,,,,,,
,,,,,,-,list,text,惡魔的攻擊距離為7m。,,,,,,,
,,,,,,-,list,text,此技能距離威力判定的方式為惡魔與目標的距離。此技能造成的元素屬性與玩家一致。,,,,,,,
,,,,,,-,text,text,習得此技能後，可於EX技能中強化惡魔契約，可用契約點數為${SLv}。,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,契約點數，惡魔契約,,,,,,,
,,,,,,-,tips,text,所有契約效果,,,,,,,
,,,,,,-,group,size,1,,,,,,,
,,,,,,-,table,labels,"契約,使用點數,效果",,,,,,,
,,,,,,1,row,cell.0,魔力斬裂,,,,,,,
,,,,,,,,cell.1,1,,,,,,,
,,,,,,,,cell.2,射程變為14m，傷害類型變為魔法傷害，適用#[法術對屬加成][法術額外屬性傷害/剋屬傷害]，取魔法命中率、暴擊率、暴擊傷害。(仍使用ATK+MATK與普攻慣性),,,,,,,
,,,,,,-,row,cell.0,暗算,,,,,,,
,,,,,,,,cell.1,2,,,,,,,
,,,,,,,,cell.2,當目標處於#[膽怯]、#[翻覆]、#[昏厥]時，必定使用光束攻擊，通常狀態下降低光束使用率。,,,,,,,
,,,,,,-,row,cell.0,虛擊,,,,,,,
,,,,,,,,cell.1,2,,,,,,,
,,,,,,,,cell.2,惡魔的攻擊將自動變為有利屬性。,,,,,,,
,,,,,,-,row,cell.0,王魔顯現,,,,,,,
,,,,,,,,cell.1,4,,,,,,,
,,,,,,,,cell.2,惡魔可以實時應用角色的行動速度 (但不受#[冰凍]、#[麻痺]效果影響)。,,,,,,,
,,,,,,-,row,cell.0,惡魔障壁,,,,,,,
,,,,,,,,cell.1,1,,,,,,,
,,,,,,,,cell.2,惡魔的7m內，角色受到的物理、魔法傷害降低30%。,,,,,,,
,,,,,,-,row,cell.0,障壁擴大,,,,,,,
,,,,,,,,cell.1,2,,,,,,,
,,,,,,,,cell.2,障壁的減傷范圍擴大到21m。若不同時與惡魔障壁共用，效果變更為角色受到的物理、魔法傷害降低15%。,,,,,,,
,,,,,,-,row,cell.0,精氣扭曲,,,,,,,
,,,,,,,,cell.1,2,,,,,,,
,,,,,,,,cell.2,7m內，受到百分比傷害減輕15%；與惡魔障壁共用，百分比減輕幅度提升至30%、與障壁擴大共用，範圍擴大到21m。,,,,,,,
,,,,,,-,row,cell.0,替身契約,,,,,,,
,,,,,,,,cell.1,4,,,,,,,
,,,,,,,,cell.2,受到致命傷害或HP無法支付惡魔攻擊代價時，阻止一次死亡，並回復((攻擊mp回復×惡魔攻擊次數（上限99次）))的Hp，同時送回惡魔。,,,,,,,
,,,,,,-,row,cell.0,生命之錨,,,,,,,
,,,,,,,,cell.1,1,,,,,,,
,,,,,,,,cell.2,不會因惡魔的攻擊導致角色死亡，惡魔攻擊時若角色HP不足以支撐本次消耗，則消耗200惡魔MP（惡魔MP等於召喚時消費MP，惡魔MP降低時傷害隨之降低，低於100時解除召喚）。,,,,,,,
,,,,,,-,row,cell.0,血之契約,,,,,,,
,,,,,,,,cell.1,2,,,,,,,
,,,,,,,,cell.2,返還召喚惡魔時所消耗MP的一半，並使角色基礎HP-50%。（由於是先消耗再返還，對惡魔無負面作用）,,,,,,,
,,,,,,,,,,,,,,,,
6,優質產具,預設,法杖,,,-,text,text,首次展開掘墓人時，額外獲得${SLv+Math.floor(stack/10)}死靈疊加，並且擴大墓地範圍。,,,,被動,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,skill,掘墓人,,,,,,,
,,,,,,,,mark,死靈疊加,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,5,,,,,,,
,,,,,,,,max,120,,,,,,,
,,,,,,,,default,10,,,,,,,
,,,,,,,,step,10,,,,,,,
,,,,,,,,name,死靈技能樹消耗的技能點,,,,,,,
,,,,,,-,passive,caption,掘墓人範圍+${0.5*SLv}m,,,,,,,
,,,,,,,,skill,掘墓人,,,,,,,
,,,,,,,,,,,,,,,,
7,收穫,預設,法杖,,,-,list,text,討伐怪物後，立刻回復${SLv}%最大HP與${10*SLv}MP.(該效果每秒最多觸發一次）。,,,,被動,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,list,text,若習得骸骨召喚，且場上已存在骷髏少於3隻，則在回復的同時召喚一個骷髏士兵。,,,,,,,
,,,,,,,,skill,骸骨召喚,,,,,,,
,,,,,,,,mark,骷髏士兵,,,,,,,
8,自產自銷,預設,法杖,,,-,text,text,即使在自爆的骷髏戰士上，也有概率(滿級約80%)產生收穫的效果,,,,被動,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,skill,收穫,,,,,,,
,,,,,,,,mark,骷髏戰士,,,,,,,
9,墓園,預設,,,,-,text,text,以隆起的墓石貫穿敵人的死靈術，消耗3層死靈疊加可以追加範圍攻擊,,300 ,7 ,瞬發,可以放入連擊,慢,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,死靈疊加,,,,,,,
,,,,,,-,stack,id,0,,,,,,,
,,,,,,,,min,3,,,,,,,
,,,,,,,,max,9,,,,,,,
,,,,,,,,name,消耗死靈疊加,,,,,,,
,,,,,,,,default,9,,,,,,,
,,,,,,,,step,3,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,name,主傷害,,,,,,,
,,,,,,,,constant,300,,,,,,,
,,,,,,,,multiplier,250,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,extra,caption,有((20*（基礎VIT/50）))%機率使目標陷入#[翻覆]。,,,,,,,
,,,,,,-,damage,name,追擊傷害,,,,,,,
,,,,,,,,constant,SLv*30,,,,,,,
,,,,,,,,multiplier,150+SLv*10,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,frequency,Math.floor(stack/3),,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,stack_id,0,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,3,,,,,,,
,,,,,,,,,,,,,,,,
10,頭骨震盪,預設,法杖,,,-,text,text,用力敲擊敵人頭部，有機會造成#[眩暈]及#[昏厥]，連續使用時技能威力提升、造成昏厥機率增加，成功造成昏厥時重置連續使用次數的計算。,,200 ,main,瞬發,可以放入連擊,慢,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"連續使用,昏厥",,,,,,,
,,,,,,-,list,text,隊友施放此技能也會提升自身計算時的連續使用次數。,,,,,,,
,,,,,,-,list,text,即使昏厥因為抗性時間而附加失敗，也會重置連續使用次數。,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,name,頭骨震盪,,,,,,,
,,,,,,,,constant,200,,,,,,,
,,,,,,,,multiplier,1000,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,-,extra,caption,有${$BSTR*0.2+5*SLv}%機率使目標陷入#[眩暈]。,,,,,,,
,,,,,,-,extra,caption,有${10}%機率使目標陷入#[昏厥]。,,,,,,,
,,,,,,-,stack,id,0,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,name,連續敲擊次數,,,,,,,
,,,,,,,,default,1,,,,,,,
,,,,,,2,damage,name,連續敲擊,,,,,,,
,,,,,,,,constant,200,,,,,,,
,,,,,,,,multiplier,1000+SLv*7.5*stack+25*stack,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,stack_id,0,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,-,extra,caption,有${$BSTR*0.2+5*SLv}%機率使目標陷入#[眩暈]。,,,,,,,
,,,,,,-,extra,caption,有${10*stack}%機率使目標陷入#[昏厥]。,,,,,,,
,,,,,,,,,,,,,,,,
10,,非預設,旋風槍,,,1,damage,multiplier,750,,,,,,,
,,,,,,2,damage,multiplier,750+SLv*7.5*stack,,,,,,,
11,危險震盪,預設,法杖,,,-,text,text,揮擊武器造成傷害，可額外消耗100MP依照方向鍵的不同造成不同衍生效果的技能。,,100 ,main,瞬發,可以放入連擊,一般,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,name,主傷害,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,1000+$BSTR*0.5,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
,,,,,,2,extra,caption,技能動作期間受攻擊會自動#[阻擋][阻擋（玩家）]。,,,,,,,
,,,,,,3,damage,name,【前】追加傷害,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,1250+SLv*25+$STR,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
,,,,,,-,extra,caption,此傷害#[必定暴擊]。,,,,,,,
,,,,,,4,extra,caption,下一招行動速度+50%,,,,,,,
,,,,,,5,damage,name,【左、右】追加傷害,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,1000+SLv*25,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,6,extra,caption,動作期間傷害減至0。,,,,,,,
,,,,,,7,list,text,此效果無法避免諸如!S[神速掌握]、!S[勇氣泉源]等技能中斷，也無法避免被施加異常狀態。,,,,,,,
,,,,,,8,damage,name,【後】追加傷害,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,750+SLv*25,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,
,,,,,,,,range_damage,short,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
